"subplot_code"	"yearcol"	"mass.Mg.ha"	"vol.m3.ha"	"input.mass.Mgha"	"input.vol.m3ha"	"type"
"03,09"	2020	0.307556752507192	3.8344184161076	0.307556752507192	3.8344184161076	"downed"
"03,09"	2021	3.11251345018065	11.4852894840614	3.11251345018065	11.4852894840614	"downed"
"03,09"	2022	12.9409589021975	47.7526158752676	12.9409589021975	47.7526158752676	"downed"
"03,09"	2023	9.84058591359933	36.312125142433	9.84058591359933	36.312125142433	"downed"
"03,09"	2024	7.01369719555424	25.8808014596097	7.01369719555424	25.8808014596097	"downed"
"03,12"	2017	6.33614270269267	93.5141161688997	6.33614270269267	93.5141161688997	"downed"
"03,12"	2018	7.40691084088348	61.3486127880432	7.40691084088348	61.3486127880432	"downed"
"03,12"	2019	0	0	0	0	"downed"
"03,12"	2020	0	0	0	0	"downed"
"03,12"	2021	5.04694241919439	18.6234037608649	5.04694241919439	18.6234037608649	"downed"
"03,12"	2022	5.38493203381819	19.8705979107682	5.38493203381819	19.8705979107682	"downed"
"03,12"	2023	4.18645324885699	15.448166969952	4.18645324885699	15.448166969952	"downed"
"03,12"	2024	3.82654393681494	14.1200883277304	3.82654393681494	14.1200883277304	"downed"
"03,23"	2017	2.81460710097102	17.56527422027	2.81460710097102	17.56527422027	"downed"
"03,23"	2018	0	0	0	0	"downed"
"03,23"	2019	2.68274526802555	13.0879436049727	2.68274526802555	13.0879436049727	"downed"
