month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height.mm	penetration.200mm	penetration.200mm.1	branchfall	tag	inclination	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	uniqid
1	31	01,21	M	0-1	468	451	NA	33	NA	1	no tag	17	360	NA	NA	Perdió mucha corteza	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen001
1	31	01,21	I	8-1	211	213	280	62	NA	0	No tag	13	100	NA	NA	irregular 287 diametro 2. No tag , ubicado fuera del plot	No se sabe de qué arboles	NA	*	NA	NA	NA	NA	*	NA	2019	fallen002
1	31	01,24	O	7.1	233	218	NA	87	NA	1	8190	5	20	NA	NA	Corteza.	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen003
1	31	02,16	A	6-1	223	223	NA	76	NA	1	8092	10	60	NA	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2019	fallen004
1	31	02,16	B	9-1	283	276	NA	23	NA	0	NA	4	55	NA	NA	es la misma muestra de B9-2	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen005
1	31	02,16	C	19-1	NA	323	NA	96	NA	1	8248	15	40	NA	NA	NA	es el mismo que 19-2	NA	NA	*	*	NA	NA	NA	*	2019	fallen006
1	31	02,16	C	19-2	NA	229	NA	118	NA	1	8248	17	40	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen007
1	31	02,16	D	9-1	560	551	NA	26	NA	1	no tag	15	260	NA	NA	es la misma muestra que E 9-1. La muestra se rajo	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen008
1	31	02,16	E	9-1	391	408	NA	116	NA	0	no tag	23	190	NA	NA	es la misma muestra que D 9-1	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen009
1	31	02,16	F	8-1	243	240	NA	149	NA	1	257704	7	50	NA	NA	tronco. Psecropia	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen010
1	31	02,16	I	8-1	312	318	NA	72	NA	1	257916	2	70	NA	NA	Tronco	NA	NA	NA	*	NA	*	NA	*	NA	2019	fallen011
1	29	03,09	H	8-1	231	234	NA	184	NA	0	debajo del arbol, no se puede leer	13	360	NA	NA	tronco	Psecropia.	NA	NA	*	*	NA	NA	*	NA	2019	fallen012
1	30	03,12	B	9-1	126	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	se descompuso todo	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen013
1	30	03,12	O	9-1	746	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	se deshizo totalmente	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen014
1	30	03,12	P	2-1	489	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	es el mismo que O 9-1 se descompuso  todo	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen015
1	31	03,23	A	19-1	NA	207	NA	NA	12	1	249574	6	160	NA	NA	NA	Es el mismo que B 19-1.	NA	NA	*	NA	NA	*	*	NA	2019	fallen016
1	31	03,23	B	19-1	NA	211	NA	108	NA	1	249574	4	160	NA	NA	NA	Es el mismo que A 19-1.	NA	NA	*	NA	NA	*	*	NA	2019	fallen017
1	31	03,23	C	19-1	NA	287	NA	90	NA	1	No tag	10	350	NA	NA	NA	Psecropia	NA	NA	*	*	NA	NA	NA	*	2019	fallen018
1	18	05,03	E	8-1	303	307	NA	38	NA	1	7656	14	320	NA	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2019	fallen019
1	18	05,03	G	3-1	253	236	NA	40	NA	1	7663	24	30	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen020
1	18	05,03	G	8-1	528	556	NA	29	NA	1	240714	22	270	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen021
1	18	05,03	J	4-1	232	218	NA	155	NA	1	7618	10	260	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen022
1	18	05,03	K	6-1	531	530	NA	123	NA	1	7330	2	240	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen023
1	18	05,03	M	6-1	551	560	NA	89	NA	1	7330	2	245	NA	NA	Está hacia N y no hacia M	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen024
1	18	05,03	L	8-1	203	222	NA	43	NA	0	7621	1	300	NA	NA	NA	No toca el suelo	*	NA	NA	NA	*	NA	NA	*	2019	fallen025
1	18	05,03	L	8-2	304	295	NA	33	NA	0	7621	31	310	NA	NA	NA	No toca el suelo	*	NA	NA	NA	*	NA	NA	*	2019	fallen026
1	18	05,03	L	8-3	415	399	NA	31	NA	1	7621	6	295	NA	NA	NA	No toca el suelo	NA	NA	*	NA	*	NA	NA	*	2019	fallen027
1	18	05,03	M	8-1	336	346	NA	38	NA	0	7621	1	270	NA	NA	NA	No toca el suelo	*	NA	NA	NA	*	NA	*	NA	2019	fallen028
1	18	05,03	M	8-2	555	539	NA	31	NA	1	7621	10	270	NA	NA	NA	No toca el suelo	NA	NA	*	NA	*	NA	NA	*	2019	fallen029
1	18	05,03	M	8-3	290	310	NA	63	NA	0	7621	12	280	NA	NA	NA	No toca el suelo	*	NA	NA	NA	*	NA	*	NA	2019	fallen030
1	30	05,12	E	2-1	60	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	se rajo en dos partes	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen031
1	30	05,12	E	4-1	165	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen032
1	30	05,12	F	2-2	375	322	NA	112	NA	0	no tag	9	210	NA	NA	es la misma rama que F 2-1	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen033
2	1	05,20	A	19-1	NA	268	234	151	NA	1	238678	8	68	NA	NA	NA	Se pudo medir ahora por que ya no están las lianas que cubrían esta muestra. Es la misma muestra que P7-1	NA	NA	*	*	NA	NA	NA	*	2019	fallen034
2	1	05,20	E	7-1	NA	NA	NA	NA	NA	0	7766	NA	NA	NA	NA	NA	Nada	NA	*	NA	NA	*	*	NA	*	2019	fallen035
2	1	05,20	G	19-1	NA	282	NA	123	NA	1	NA	5	270	NA	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2019	fallen036
2	1	05,20	P	7-1	NA	295	283	90	NA	1	238678	6	68	NA	NA	NA	Es la mis mas muestra que A19-1	NA	NA	*	*	NA	NA	NA	*	2019	fallen037
1	31	05,24	B	7-1	NA	259	392	NA	10	0	7475	3	70	NA	NA	NA	NA	*	NA	NA	NA	NA	*	*	NA	2019	fallen038
1	31	05,24	G	4-1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	se esta apastando	nada	NA	NA	*	*	NA	NA	*	NA	2019	fallen039
1	31	05,24	G	5-1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	se está descomponiendo	nada	NA	NA	*	*	NA	NA	NA	*	2019	fallen040
1	29	06,06	A	NA	647	570	NA	61	NA	1	no tag	2	290	NA	NA	es una muestra vieja. Revisar censo anterior	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen041
1	29	06,06	D	4-1	368	381	NA	35	NA	0	NA	7	245	NA	NA	S esta rajando	NA	NA	*	NA	*	NA	NA	NA	*	2019	fallen042
1	29	06,06	H	7-1	219	228	NA	51	NA	1	7592	13	285	NA	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2019	fallen043
1	29	06,06	I	5-1	1030	338	NA	101	NA	1	13123	6	230	NA	NA	esta hueco y se esta abriendo	La parte que se rajo y abrió anteriormente se desintegró por eso mide mucho menos. 230 grados	NA	NA	*	NA	*	NA	NA	*	2019	fallen044
1	29	06,06	N	8-1	274	294	NA	108	NA	1	No tag	8	260	NA	NA	Tiene banda de metal. Está en 06,06 en 1,2	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen045
1	29	06,09	C	6-1	636	310	NA	196	NA	1	NA	8	330	NA	NA	Era el C 4-1 que estaba de pie	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen046
1	29	06,09	D	6-1	474	332	407	NA	5	1	no tag	1	275	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen047
1	29	06,09	E	19-1	NA	611	NA	35	NA	0	no tag	4	325	NA	NA	NA	Es un ficus, estrangulador	*	NA	NA	*	NA	NA	*	NA	2019	fallen048
1	29	06,09	D	19-1	NA	549	NA	31	NA	0	no tag	57	360	NA	NA	NA	Es el mismo que E 19-1. Ficus	*	NA	NA	*	NA	NA	*	NA	2019	fallen049
1	29	06,09	G	8-1	203	212	NA	122	NA	0	7570	17	340	NA	NA	el mismo que G 8-2	NA	NA	*	NA	*	NA	NA	*	NA	2019	fallen050
1	29	06,09	G	8-2	368	369	NA	52	NA	1	7570	5	270	NA	NA	el mismo que G 8-1	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen051
1	18	07,01	G	6-1	301	305	NA	125	NA	1	no tag	1	242	NA	NA	el mismo que J 6-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen052
1	18	07,01	J	6-1	371	290	183	NA	4	1	no tag	6	242	NA	NA	El mismo que 6-1	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen053
1	18	07,01	L	3-1	401	NA	NA	NA	NA	1	No tag	NA	Solo clavo	NA	NA	NA	Solo clavo	NA	NA	*	*	NA	NA	NA	*	2019	fallen054
1	18	07,01	O	9-2	NA	NA	NA	NA	NA	1	7307	NA	Nada	NA	NA	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2019	fallen055
1	18	07,01	K	7-1	185	NA	NA	NA	NA	NA	220032	NA	NA	NA	NA	Solo se encontro el clavo	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen056
1	18	07,01	K	7-2	262	262	233	64	NA	1	NA	27	Hongos. Es TT y no RT.  140 grados	NA	NA	no tag. Esta caido. Esta en 06,02 en el 3,2 > 300mm . Corteza	Hongos. Es TT y no RT.  140 grados	NA	NA	*	*	NA	NA	*	NA	2019	fallen057
1	18	07,01	N	7-1	325	330	NA	121	NA	1	220032	3	320	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen058
1	30	07,13	A	0-1	1062	1028	NA	43	NA	1	no tag	1	330	NA	NA	el mismo arbol que P 9-1. Esta hueco en el centro (sin corteza  )esta muestra aparece fuera de los 40 x40 ahora que movieron el baston	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen059
1	30	07,13	J	9-1	402	398	NA	NA	9	1	no tag	43586	340	NA	NA	Sin corteza  9 golpes	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen060
2	1	07,20	B	7-1	NA	NA	NA	NA	NA	1	7183	NA	Nada	NA	NA	NA	Nada	NA	NA	*	NA	*	NA	NA	*	2019	fallen061
2	1	07,20	H	19-1	NA	225	NA	48	NA	0	No tag	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen062
1	29	08,06	K	9-1	181	188	NA	NA	NA	1	no tag	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen063
1	29	08,06	P	9-1	202	218	NA	25	NA	1	6948	19	300	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen064
1	30	09,12	C	9-1	233	160	NA	NA	NA	1	222154	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen065
1	30	9.12	C	7-1	75	NA	NA	NA	NA	1	222154	NA	NA	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen066
1	30	09,12	E	5-1	254	258	NA	NA	1	1	7059	12	10	NA	NA	un golpe de penetrometro sin corteza	NA	NA	NA	*	NA	*	NA	NA	*	2019	fallen067
1	30	09,12	E	7-1	143	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	No se pudo determinar de qué árbol es la muestra	NA	NA	*	NA	NA	NA	NA	NA	*	2019	fallen068
1	30	09,12	G	9-1	867	859	NA	102	NA	1	no tag	8	310	NA	NA	aplastado sin corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen069
1	30	09,12	J	9-1	295	319	NA	123	NA	1	NA	43586	300	NA	NA	es el mismo que G 9-1 sin corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen070
1	30	09,12	O	2-1	165	NA	NA	NA	NA	1	217093	NA	NA	NA	NA	No mide	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen071
1	30	09,12	P	2-1	237	206	NA	1	NA	1	217093	2	310	NA	NA	Un golpe de penetracion	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen072
2	4	10,20	K	7-1	253	252	NA	60	NA	0	6784	4	20	NA	NA	no corteza	NA	NA	*	NA	NA	*	NA	NA	*	2019	fallen073
2	4	10,20	K	8-1	242	187	NA	NA	NA	0	6850	NA	se esta descomponiendo	NA	NA	NA	se esta descomponiendo	*	NA	NA	NA	*	NA	NA	*	2019	fallen074
2	4	10,20	M	19-1	NA	232	NA	NA	6	1	6784	11	360	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen075
2	4	10,20	M	19-2	NA	297	NA	NA	18	1	6784	8	335	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen076
2	4	10,20	O	8-1	202	187	NA	NA	NA	0	6779	NA	NA	NA	NA	NA	NA	NA	*	NA	NA	NA	*	*	NA	2019	fallen077
2	6	11,15	A	7-1	190	195	NA	NA	NA	0	207432	NA	NA	NA	NA	NA	NA	*	NA	NA	NA	*	NA	NA	*	2019	fallen078
2	6	11,15	G	5-1	251	250	188	59	NA	1	6753	11	280	NA	NA	Se corrigió es TT. Irregular 206	NA	NA	NA	*	NA	*	NA	NA	*	2019	fallen079
2	6	11,15	G	5-2	228	NA	230	28	NA	0	6753	3	242	NA	NA	NA	NA	NA	*	NA	NA	*	NA	*	NA	2019	fallen080
2	6	11,15	O	6-1	331	350	NA	NA	3	1	6532	0	126	NA	NA	NA	NA	NA	NA	*	NA	*	NA	NA	*	2019	fallen081
2	6	11,15	K	3-1	430	430	NA	77	NA	1	6528	3	30	NA	NA	corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen082
2	4	12,23	C	NA	650	630	NA	25	NA	1	209063	25	200	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen083
2	4	12,23	I	8-1	NA	687	597	28	NA	1	209240	10	280	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen084
2	4	12,23	L	19-1	NA	208	NA	38	NA	1	195473	3	210	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen085
2	4	12,23	L	19-2	NA	220	NA	138	NA	1	195473	2	250	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen086
2	6	14,05	K	2-1	490	412	NA	NA	14	1	no tag	16	308	NA	NA	es el mismo que I 2-1. Tiene lianas encima	Toca el suelo	NA	NA	*	*	NA	NA	NA	*	2019	fallen087
2	6	14,05	P	3-1	308	147	NA	NA	NA	0	5943	NA	NA	NA	NA	es el mismo que 14,05 A 3-1. Está hueco	NA	NA	*	NA	NA	NA	*	NA	*	2019	fallen088
2	6	14,14	B	8-1	740	732	774	33	NA	1	7173	4	15	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen089
2	6	14,14	L	7-1	207	240	237	36	NA	0	6173	9	60	NA	NA	Terminalia amazonia	esta en el aire	*	NA	NA	*	NA	NA	*	*	2019	fallen090
2	6	14,14	L	7-2	236	239	NA	44	NA	0	6173	23	58	NA	NA	Terminalia amazonia	NA	*	NA	NA	*	NA	NA	NA	*	2019	fallen091
2	6	14,14	N	9-1	273	279	368	29	NA	1	6173	23	65	NA	NA	Irregular 388	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen092
2	6	14,14	N	7-1	241	241	308	32	NA	0	6173	1	40	*	NA	terminalia amazonia	Está en el aire	*	NA	NA	*	NA	NA	NA	*	2019	fallen093
2	6	14,14	N	7-2	603	547	175	17	NA	0	6173	4	120	NA	NA	terminalia amazonia. Se está rajando	muy irregular	*	NA	NA	*	NA	NA	NA	*	2019	fallen094
2	6	14,14	N	7-3	233	238	308	17	NA	0	6173	4	280	NA	NA	terminalia amazonia	NA	*	NA	NA	*	NA	NA	*	NA	2019	fallen095
2	4	14,24	A	19-1	NA	450	488	110	NA	1	6081	19	268	NA	NA	NA	NA	NA	NA	*	NA	*	NA	NA	*	2019	fallen096
2	4	14,24	B	19-1	NA	343	NA	143	NA	1	6081	28	140	NA	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2019	fallen097
2	4	14,24	J	8-1	NA	375	NA	NA	14	1	No tag	3	360	NA	NA	Parte de tronco caido	Es el mismo que K8-1	NA	NA	*	*	NA	NA	*	NA	2019	fallen098
2	4	14,24	K	8-1	NA	405	NA	NA	15	1	No tag	4	180	NA	NA	Parte de tronco caido	Es el mismo que J8-1	NA	NA	*	*	NA	NA	NA	*	2019	fallen099
2	4	14,24	K	6-1	317	290	160	NA	NA	1	6087	7	190	NA	NA	Sin corteza	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen100
2	4	14,24	K	19-1	NA	274	NA	35	NA	1	194300	3	14	NA	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2019	fallen101
2	4	14,24	K	5-1	348	351	NA	188	NA	1	194349	5	50	NA	NA	Tronco caido	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen102
2	4	14,24	L	8-1	NA	438	NA	86	NA	1	38243	4	100	NA	NA	Tronco caido con corteza no tiene ramas	NA	NA	NA	*	*	NA	NA	NA	*	2019	fallen103
2	4	14,24	N	4-1	190	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Solo se encontró el clavo	NA	NA	*	*	NA	NA	NA	*	2019	fallen104
