month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height_prior	diameter_height.mm	branchfall	tag	inclination_prior	inclination	orientation_degrees_prior	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	observer	uniqid
2	13	07,01	G	21-1	202	110	NA	NA	1	No tag	14.3	NA	250	NA	NA	*	NA	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen056
2	13	07,01	I	21-1	469	398	346	NA	1	7320	55.8	7.7	290	292	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen057
2	13	07,01	K	7-2	NA	NA	NA	NA	1	No tag	NA	NA	NA	NA	NA	*	Solo clavo	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen058
2	13	07,01	N	7-1	132	NA	NA	NA	1	220032	1.3	NA	310	NA	NA	*	NA	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen059
2	9	07,13	A	0-1	656	472	NA	NA	1	no tag	2.9	1.5	230	230	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen060
2	9	07,13	A	23-1	NA	230	NA	NA	1	7234	NA	11.1	NA	70	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	E	fallen061
2	9	07,13	J	9-1	363	333	NA	NA	1	no tag	0.3	0.3	30	30	NA	*	Está a 30grados	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen062
2	9	07,13	J	23-1	NA	212	NA	170	1	7227	NA	17.1	NA	10	*	NA	NA	NA	*	NA	NA	NA	*	NA	NA	*	2023	E	fallen063
2	8	07,20	I	20-1	540	429	NA	NA	1	7496	3.4	3.4	100	100	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen064
2	10	08,06	M	23-1	NA	322	NA	NA	1	7029	NA	1.7	NA	80	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen065
2	10	08,06	N	21-1	584	190	NA	NA	1	7030	8.5	1	242	250	NA	*	NA	Se corriguio branchfall es 1	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen066
2	9	09,12	E	5-1	210	209	NA	NA	1	7059	10.9	6.5	164	162	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2023	E	fallen067
2	9	09,12	G	9-1	760	848	NA	376	1	no tag	4	5.3	230	228	*	NA	se está expandiendo	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen068
2	9	09,12	J	9-1	296	305	NA	NA	1	NA	8.6	1.2	208	220	NA	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen069
2	9	09,12	N	23-1	NA	259	NA	226	0	409330	NA	9.4	NA	240	*	NA	NA	NA	*	NA	NA	NA	NA	*	*	NA	2023	E	fallen070
2	9	09,12	N	23-2	NA	258	NA	237	0	409330	NA	5	NA	220	*	NA	NA	NA	*	NA	NA	NA	NA	*	*	NA	2023	E	fallen071
2	9	10,20	H	23-1	NA	260	NA	271	1	NA	NA	0.4	NA	325	*	NA	NA	No tiene tag es cecropia	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen072
2	15	11,15	A	22-1	262	258	291	296	1	207696	5.7	8.2	48	40	*	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2023	V	fallen073
2	15	11,15	B	20-1	197	NA	NA	NA	0	6531	12.5	NA	181	NA	NA	*	NA	Se descompuso sacar de lista	*	NA	NA	NA	NA	*	NA	*	2023	V	fallen074
2	15	11,15	F	20-1	176	172	NA	NA	1	6885	5.9	NA	94	NA	NA	*	NA	Ya no mide sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen075
2	15	11,15	G	5-1	82	NA	NA	NA	1	6753	NA	NA	NA	NA	*	NA	NA	se descompuso sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen076
2	15	11,15	G	5-2	149	NA	NA	NA	1	6753	NA	NA	NA	NA	NA	*	NA	se descompuso sacar de lista	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen077
2	15	11,15	O	6-1	277	65	NA	NA	0	6532	5.1	NA	120	NA	NA	*	NA	Ya no mide	NA	NA	*	NA	*	NA	NA	*	2023	V	fallen078
2	15	11,15	P	22-1	202	200	189	204	1	207696	10.6	5.7	32	32	*	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2023	V	fallen079
2	15	11,15	I	23-1	NA	519	NA	599	0	6758	NA	4.6	NA	138	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen080
2	15	11,15	J	23-1	NA	317	NA	284	2	6758	NA	3.4	NA	124	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	NA	2023	V	fallen081
2	15	11,15	J	23-2	NA	313	NA	NA	2	6758	NA	5.4	NA	96	NA	*	NA	NA	*	NA	NA	*	NA	NA	*	NA	2023	V	fallen082
2	15	11,15	J	23-3	NA	227	NA	252	2	213097	NA	2.4	NA	140	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen083
2	15	12,23	C	NA	621	634	NA	NA	1	209063	15.8	12.8	210	216	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen084
2	15	12,23	I	8-1	583	852	NA	657	1	209240	5.9	4.2	298	286	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen085
2	15	12,23	E	23-1	NA	251	NA	NA	2	6472	NA	2.2	NA	32	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen086
2	15	12,23	E	23-2	NA	251	NA	283	2	6472	NA	24.3	NA	10	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen087
2	13	14,05	F	21-1	348	336	NA	NA	1	197229	7.1	5.5	236	234	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen088
2	13	14,05	F	23-1	NA	315	NA	295	1	513042	NA	6.7	NA	52	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen089
2	15	14,11	F	22-1	308	307	335	323	0	NA	1.7	1.1	318	310	*	NA	no tag	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen090
2	15	14,14	B	8-1	668	667	729	732	1	7173	2.5	1.2	34	34	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen091
2	15	14,14	N	9-1	348	331	NA	NA	1	6173	1.6	2.3	54	54	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen092
2	15	14,14	N	7-1	181	180	188	NA	1	6173	6.5	NA	52	NA	*	NA	NA	Ya no mide sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen093
2	15	14,14	N	7-2	482	314	NA	NA	1	6173	3.7	4.7	100	98	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen094
2	15	14,14	N	7-3	216	223	303	321	0	6173	2.5	5.7	230	234	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen095
2	15	14,24	K	6-1	NA	NA	NA	NA	1	6087	NA	NA	NA	NA	NA	*	Mada	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen096
2	15	14,24	K	19-1	262	NA	NA	NA	1	194300	0.5	NA	170	NA	NA	*	NA	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen097
2	15	14,24	L	8-1	341	365	NA	NA	1	38243	0.8	2.4	98	120	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen098
2	15	14,24	I	23-1	NA	310	NA	NA	2	813513	NA	3	NA	62	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2023	V	fallen099
2	14	14,24	B	23-1	NA	258	NA	263	NA	194104	NA	3.5	NA	200	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen100
2	14	15,07	C	19-2	NA	NA	NA	NA	1	514161	NA	NA	NA	NA	NA	*	Se descompuso	sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen101
2	14	15,07	C	19-1	525	487	NA	NA	1	5956	0.2	3.9	30	34	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen102
2	14	15,07	D	9-1	525	82	NA	NA	1	no tag	4.5	5	320	318	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen103
2	14	15,07	E	9-1	583	605	NA	NA	1	no tag	1.6	3.8	320	320	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen104
2	14	15,07	I	23-1	NA	268	NA	NA	1	no tiene tag	NA	0.9	NA	292	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen105
2	13	17,01	A	22-1	312	265	NA	NA	1	5600	2.8	7.6	258	280	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2023	E	fallen106
2	13	17,01	M	8-1	303	263	284	220	1	No tag	17.7	16.3	182	180	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen107
2	13	17,01	N	22-1	284	250	NA	NA	1	5597	4.5	3.2	30	40	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	E	fallen108
2	14	17,08	D	21-1	302	275	NA	NA	1	No tag	2.6	1.9	92	100	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen109
2	14	17,08	O	21-1	470	479	NA	NA	1	5542	4.7	5.5	110	114	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen110
2	15	18,23	G	22-1	239	254	270	272	0	5440	0.2	2.2	242	234	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen111
2	15	18,23	G	22-2	212	229	222	243	0	5440	14.9	15.3	282	282	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen112
2	15	18,23	O	22-1	318	NA	207	NA	1	5424	11	NA	160	NA	NA	*	NA	Se descompuso solo clavo	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen113
2	13	19,02	I	19-1	183	NA	NA	NA	0	No tag	NA	NA	NA	NA	NA	*	NA	Sacar de la lista	*	NA	NA	NA	*	NA	*	NA	2023	E	fallen114
2	13	19,06	C	23-1	NA	210	NA	210	1	5308	NA	9.9	NA	180	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	NA	2023	V	fallen115
2	14	19,08	C	7-1	NA	NA	NA	NA	1	5217	NA	NA	NA	NA	NA	*	Se descompuso	Sacar de lista	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen116
2	14	19,08	I	22-1	287	282	306	297	1	5323	1.7	1.8	60	76	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen117
2	14	19,08	I	22-2	316	308	264	277	1	5208	7.4	7.9	248	228	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen118
2	14	19,12	E	19-1	163	NA	NA	NA	1	5332	4.5	NA	340	NA	*	NA	NA	Sacar de lista	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen119
2	14	19,12	L	23-1	NA	293	NA	NA	1	5196	NA	2.2	NA	104	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	NA	2023	V	fallen120
2	15	19,16	A	8-1	179	196	132	NA	0	5047	NA	NA	225	NA	*	NA	NA	Sacar de lista	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen121
2	15	19,16	A	8-3	321	253	NA	NA	1	5047	3.6	1.9	216	222	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen122
2	15	19,16	A	20-1	174	NA	NA	NA	1	5177	19.1	NA	80	NA	NA	*	NA	Nada	NA	*	NA	NA	*	NA	*	NA	2023	V	fallen123
2	15	19,16	A	21-1	489	481	NA	NA	1	5177	2.8	7.2	226	222	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2023	V	fallen124
2	16	19,16	I	19-1	211	207	NA	NA	0	172362	5.9	7.6	298	304	NA	*	NA	NA	NA	*	NA	NA	NA	*	*	NA	2023	V	fallen125
2	16	19,16	I	19-2	299	207	207	297	0	172362	2	1.7	296	304	*	NA	NA	corregir medidas de ancho y alto estan invertidas	NA	*	NA	NA	NA	*	NA	*	2023	V	fallen126
2	16	19,16	K	21-1	249	NA	NA	NA	1	167104	3.1	NA	18	NA	NA	*	NA	se descompuso no hay nada	NA	NA	*	NA	*	NA	*	NA	2023	V	fallen127
2	15	19,16	O	20-1	204	198	170	NA	0	5177	22.9	5.5	340	338	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	NA	2023	V	fallen128
2	15	19,16	O	20-2	184	181	NA	NA	0	5177	16.7	NA	270	NA	NA	*	NA	Sacar de lista	NA	*	NA	NA	*	NA	NA	*	2023	V	fallen129
2	15	19,16	P	8-1	640	588	NA	NA	1	5047	2.8	0.2	44	52	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen130
2	15	19,19	C	9-1	104	NA	NA	NA	1	NA	NA	NA	NA	NA	*	NA	NA	Solo clavo sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen131
2	16	19,19	G	2-1	363	347	NA	NA	0	No tag	5.1	3.1	314	310	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen132
2	16	19,19	G	3-1	616	648	NA	NA	1	5389	3	1.4	280	270	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen133
2	16	19,19	J	23-1	NA	262	NA	328	NA	no se encontro	NA	8.3	NA	324	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen134
3	1	21,04	B	21-1	323	326	312	311	0	4930	13.7	4.1	300	302	*	NA	NA	NA	*	NA	NA	NA	NA	*	*	NA	2023	E	fallen135
3	1	21,04	M	4-1	312	310	293	240	1	no tag	1.7	1.1	14	8	*	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen136
3	1	21,08	D	21-1	338	191	NA	NA	2	5003	5.3	3.9	274	280	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen137
3	1	21,15	L	22-1	592	578	NA	NA	1	5041	1.4	4.7	84	82	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2023	E	fallen138
3	1	21,15	L	22-2	308	245	NA	NA	1	4867	5.3	6.2	110	114	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen139
3	1	21,17	N	23-1	NA	242	NA	273	1	707602	NA	7.4	NA	248	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen140
3	1	21,17	N	23-2	NA	241	NA	259	1	721412	NA	2.7	NA	246	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen141
3	1	21,17	O	20-1	349	396	NA	NA	1	157638	8.3	3.2	268	270	NA	*	NA	se esta abriendo la muestra	NA	NA	*	*	NA	NA	*	NA	2023	E	fallen142
2	16	22,19	I	21-1	211	210	223	NA	0	No tag	6.2	0.3	280	274	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen143
2	16	22,19	J	20-1	325	NA	NA	NA	1	4839	2.5	NA	170	NA	NA	*	NA	Nada solo clavo sacar de lista	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen144
2	16	22,19	J	21-1	452	451	NA	NA	1	4846	6.2	5.7	50	54	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen145
2	16	22,21	B	21-1	684	724	NA	NA	1	422840-1	4	1.7	230	230	NA	*	la muestra se rajo	Esta muestra está en A y no en B	NA	NA	*	NA	NA	*	*	NA	2023	V	fallen146
2	16	22,21	D	20-1	421	358	NA	NA	1	4839	1.7	0.7	178	182	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen147
2	16	22,21	F	20-1	NA	NA	NA	NA	1	4883	NA	NA	NA	NA	NA	*	solo clavo	Se descompuso sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen148
2	16	22,21	F	21-1	268	262	NA	NA	0	4883	9.7	6	158	160	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	V	fallen149
21	16	22,21	H	20-1	754	197	NA	NA	1	4833	4.9	10.2	332	340	NA	*	muestra rajada	NA	NA	NA	*	*	NA	NA	*	NA	2023	V	fallen150
2	16	22,21	L	2-1	256	258	283	261	0	4484	4	1.1	294	294	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen151
2	16	22,21	L	2-2	188	177	155	153	0	4484	4.7	NA	294	NA	*	NA	NA	Sacar de lista ya no mide	*	NA	NA	*	NA	NA	NA	*	2023	V	fallen152
2	16	22,21	M	2-2	501	495	NA	NA	1	4484	6.3	6.5	300	300	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2023	V	fallen153
3	1	23,03	D	19-1	858	915	673	NA	1	4649	23.1	21.2	260	232	NA	*	NA	Tronco irregular en el área donde se midio. La muestra se movió de posición.	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen154
3	1	23,03	E	19-1	145	NA	95	NA	1	4649	3.6	NA	340	NA	*	NA	NA	Sacar de lista	NA	NA	*	*	NA	NA	NA	*	2023	E	fallen155
3	1	23,06	D	22-1	272	NA	200	NA	1	no tag	4.4	NA	140	NA	*	NA	Esta rajado	Nada	NA	NA	*	NA	NA	*	*	NA	2023	E	fallen156
3	1	23,06	E	22-1	86	NA	296	NA	1	no tag	2.5	NA	140	NA	*	NA	Mismo que  D 22-1 esta rajado	Nada	NA	NA	*	NA	NA	*	*	NA	2023	E	fallen157
3	1	23,06	G	7-1	193	150	NA	NA	2	4673	16	NA	250	NA	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2023	E	fallen158
