month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height_prior	diameter_height.mm	branchfall	tag	inclination	orientation_degrees_prior	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	uniqid
3	8	46,01	L	9-1	356	368	NA	NA	1	no tag	0.6	106	110	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen334
3	9	46,21	F	21-1	NA	949	NA	NA	1	687	4.7	NA	70	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen335
3	9	46,21	K	21-1	NA	299	NA	NA	1	628	3.2	NA	360	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen336
3	9	46,21	N	4-1	NA	169	313	NA	1	no tag	6.1	60	60	NA	*	Nada	Encontrado	NA	NA	*	*	NA	NA	NA	*	2021	fallen337
3	8	47,05	C	19-1	239	190	NA	NA	0	503	4.4	40	45	NA	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	2021	fallen338
3	8	47,10	C	8-1	197	NA	NA	NA	0	446310	NA	134	NA	NA	*	se descompuso	NA	NA	*	NA	NA	NA	*	NA	*	2021	fallen339
3	8	47,10	F	8-1	249	226	NA	NA	0	446310	1.2	122	118	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen340
3	8	47,10	H	6-1	158	48	NA	NA	1	550	2	180	195	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen341
3	8	47,10	E	7-2	255	237	236	223	0	763	10.1	320	320	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2021	fallen342
3	8	47,10	E	20-1	333	332	NA	NA	1	446310	7.4	220	220	NA	*	Tiene dendrometro buscar tag en 46,09 34 arbol caido	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen343
3	8	47,10	L	7-1	122	NA	NA	NA	0	396	NA	288	NA	*	NA	NA	Nada	NA	*	NA	NA	NA	*	NA	*	2021	fallen344
3	8	47,10	N	21-1	NA	313	NA	NA	1	21522	8.5	NA	116	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen345
3	9	47,17	C	7-1	273	244	NA	NA	1	28141	16.8	336	332	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen346
3	9	47,17	D	9-1	680	507	363	241	1	no tag	1.3	340	340	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen347
3	9	47,17	F	8-1	503	457	411	427	1	no tag	2.2	268	266	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen348
3	8	49,01	A	9-1	303	315	63	66	0	NA	14.5	294	300	*	NA	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen349
3	8	49,01	A	9-3	834	847	NA	NA	1	NA	1.6	290	290	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen350
3	8	49,01	A	9-4	249	253	NA	NA	0	NA	3.9	286	284	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2021	fallen351
3	8	49,01	B	9-1	299	304	36	35	1	NA	10.4	290	290	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen352
3	8	49,01	C	20-1	341	346	263	277	0	45186	2.3	20	20	*	NA	NA	NA	*	NA	NA	NA	NA	*	*	NA	2021	fallen353
3	8	49,01	J	19-1	188	227	258	229	1	125223	17.2	234	230	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2021	fallen354
3	8	49,01	P	9-1	224	202	275	261	1	no tag	1.5	24	20	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen355
3	8	49,04	L	8-1	415	110	NA	NA	1	no tag	13.5	324	326	NA	*	NA	Se descompuso	*	NA	NA	*	NA	NA	NA	*	2021	fallen356
3	9	49,12	G	8-1	202	192	175	163	1	234	7.2	252	252	*	NA	NA	NA	NA	NA	*	NA	*	NA	NA	*	2021	fallen357
3	9	49,12	I	9-1	212	217	NA	NA	1	no tag	0.5	326	320	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen358
3	9	49,21	J	4-2	NA	153	197	NA	1	12480	8.4	240	240	NA	*	No mide	NA	NA	NA	*	*	NA	NA	NA	*	2021	fallen359
3	9	49,21	G	20.1	NA	197	206	262	1	291	1.1	310	310	*	NA	El árbol está de pie  vivo  medida  irregular  (261)	NA	NA	*	NA	NA	*	NA	*	NA	2021	fallen360
3	9	49,24	B	20.1	NA	391	398	346	1	129102	1.1	160	158	*	NA	irregular (349)	NA	NA	NA	*	NA	*	NA	*	NA	2021	fallen361
3	9	49,24	G	20.1	NA	718	483	NA	2	no tag	8.8	90	90	NA	*	NA	Error en el diámetro del 2020	NA	NA	*	*	NA	NA	NA	*	2021	fallen362
